EAST,NORTH,RL,Auppm,Agppm,Cuppm,Asppm,Sper,CODE,OX,ISBD
243930,1002300,1965,0.79744,4.968,1384.95,7.97,0.0104,C1,OX1,2.06
243935,1002300,1965,0.90682,5.164,1509.93,3.77,0.005,C1,OX1,1.82
243940,1002300,1965,1.04335,4.822,1568.98,1.29,0.0019,C1,OX1,2.16
243945,1002300,1965,1.31614,3.672,1747.83,0.17,0.0003,C1,OX1,2.08
243950,1002300,1965,1.47359,3.178,1839.21,0.05,0.0001,C1,OX1,1.88
243955,1002300,1965,1.25583,2.769,1507.21,0.44,0.0008,C1,OX1,2.04
243960,1002300,1965,1.10705,2.781,1430.32,1.06,0.002,C1,OX1,2.16
243965,1002300,1965,0.99254,2.694,1296.89,1.84,0.0033,C1,OX1,2.18
243970,1002300,1965,0.87265,2.504,1147.75,2.9,0.0044,C1,OX1,1.86
243975,1002300,1965,0.80465,2.342,1048.82,3.75,0.0052,C1,OX1,1.98
243980,1002300,1965,0.74852,2.27,973.8,4.49,0.0035,C1,OX1,1.8
243985,1002300,1965,0.72789,2.312,942.24,5.44,0.0034,C1,OX1,1.94
243870,1002310,1965,0.49839,4.157,1118.64,35.14,0.0911,C1,OX1,2.1
243875,1002310,1965,0.50597,3.8,1127.06,34.79,0.0825,C1,OX1,2.12
243880,1002310,1965,0.47424,3.287,1042.47,34.59,0.0757,C1,OX1,2.16
243885,1002310,1965,0.47966,2.496,969.26,33.12,0.0602,C1,OX1,2.08
243890,1002310,1965,0.52238,2.398,933.86,31.76,0.0487,C1,OX1,1.8
243895,1002310,1965,0.57039,2.37,922.39,30.74,0.0411,C1,OX1,1.88
243900,1002310,1965,0.58589,2.437,883.5,30.44,0.0277,C1,OX1,1.88
243905,1002310,1965,0.59539,2.572,868.61,30.51,0.0205,C1,OX1,1.96
243910,1002310,1965,0.60897,2.768,872.23,33.2,0.0206,C1,OX1,2.1
243915,1002310,1965,0.59541,3,887.52,33.65,0.0237,C1,OX1,2.2
243920,1002310,1965,0.62008,3.326,962.46,30.11,0.0257,C1,OX1,1.94
243925,1002310,1965,0.66535,3.743,1075.31,24.32,0.0229,C1,OX1,1.82
243930,1002310,1965,0.73722,4.265,1232.79,17.73,0.0195,C1,OX1,1.94
243935,1002310,1965,0.82436,4.429,1369.58,10.36,0.0122,C1,OX1,2.2
243940,1002310,1965,0.9338,4.421,1456.61,5.7,0.0073,C1,OX1,2.14
243945,1002310,1965,1.05349,4.041,1496.35,3.03,0.0043,C1,OX1,1.96
243950,1002310,1965,1.10595,3.561,1475.3,2.08,0.0033,C1,OX1,1.8
243955,1002310,1965,1.08454,2.812,1421.16,2.02,0.0033,C1,OX1,1.96
243960,1002310,1965,1.02775,2.893,1366.67,2.25,0.004,C1,OX1,2.04
243965,1002310,1965,0.96964,2.742,1270.85,2.55,0.0048,C1,OX1,2.08
243970,1002310,1965,0.871,2.515,1143.82,3.09,0.0051,C1,OX1,1.84
243975,1002310,1965,0.81923,2.371,1066.72,3.62,0.0051,C1,OX1,2.18
243860,1002320,1965,0.58779,6.989,1125.76,23.45,0.1003,C1,OX2,2.2
243865,1002320,1965,0.53604,5.338,1065.43,26.7,0.0696,C1,OX2,1.86
243870,1002320,1965,0.55279,4.104,1061.96,28.28,0.0689,C1,OX2,1.86
243875,1002320,1965,0.58791,3.532,1047.39,26.81,0.0587,C1,OX2,1.84
243880,1002320,1965,0.57646,3.018,968.62,27.29,0.0505,C1,OX2,2
243885,1002320,1965,0.59382,2.423,914.45,27.35,0.0355,C1,OX2,2.1
243890,1002320,1965,0.65135,2.303,873.37,28.44,0.0273,C1,OX2,2.2
243895,1002320,1965,0.71979,2.407,866.47,29.78,0.0204,C1,OX2,2.14
243900,1002320,1965,0.7443,2.527,837.48,31.88,0.0168,C1,OX2,2.12
243905,1002320,1965,0.71889,2.719,800.93,34.71,0.0145,C1,OX2,1.88
243910,1002320,1965,0.64853,2.907,747.63,39.75,0.0159,C1,OX1,1.96
243915,1002320,1965,0.59881,2.92,707.65,43.09,0.0199,C1,OX1,1.92
243920,1002320,1965,0.59178,2.823,718.8,43.76,0.0264,C1,OX1,1.82
243925,1002320,1965,0.60142,2.841,782.34,42.28,0.0326,C1,OX1,1.8
243930,1002320,1965,0.61237,3.028,893.19,38.23,0.0379,C1,OX1,2.08
243935,1002320,1965,0.65629,3.088,1027.45,30.82,0.0346,C1,OX1,2.08
243940,1002320,1965,0.71867,3.165,1138.97,21.67,0.0267,C1,OX1,1.8
243945,1002320,1965,0.81702,3.17,1201.42,14.96,0.0203,C1,OX1,2.12
243950,1002320,1965,0.86497,3.097,1211.28,10.71,0.0155,C1,OX1,1.8
243955,1002320,1965,0.88495,2.418,1202.31,8.31,0.0131,C1,OX1,1.98
243960,1002320,1965,0.91218,2.245,1169.79,7.25,0.0125,C1,OX1,2.06
243965,1002320,1965,0.89117,2.588,1165.85,5.36,0.0104,C1,OX1,2.18
243855,1002330,1965,0.54661,9.73,1210.14,23.91,0.1248,C1,OX2,2.18
243860,1002330,1965,0.56864,7.471,1163.7,20.33,0.0732,C1,OX2,2.16
243865,1002330,1965,0.53935,5.564,1057.53,23.38,0.0541,C1,OX2,2.02
243870,1002330,1965,0.58073,4.202,1050.75,24.38,0.0535,C1,OX2,2.12
243875,1002330,1965,0.62636,3.464,1018.96,23.07,0.0431,C1,OX2,1.84
243880,1002330,1965,0.6253,2.927,940.75,24.05,0.035,C1,OX2,1.9
243885,1002330,1965,0.64987,2.344,884.14,25.04,0.0238,C1,OX2,1.84
243890,1002330,1965,0.71931,2.276,850.73,27.47,0.0192,C1,OX2,1.82
243895,1002330,1965,0.80704,2.407,846.14,29.98,0.0155,C1,OX2,2
243900,1002330,1965,0.87674,2.586,858.89,31.79,0.0134,C1,OX2,2.06
243905,1002330,1965,0.74266,2.86,806.05,35.18,0.0128,C1,OX2,1.86
243910,1002330,1965,0.41115,3.452,658.09,44.06,0.0146,C1,OX1,1.94
243915,1002330,1965,0.46129,3.678,601.98,48.08,0.0149,C1,OX1,1.82
243920,1002330,1965,0.57252,2.849,606.9,47.03,0.0201,C1,OX1,1.92
243925,1002330,1965,0.57063,2.546,644.15,48.86,0.0324,C1,OX1,2.06
243930,1002330,1965,0.55215,2.458,706.61,49.18,0.0462,C1,OX1,2
243935,1002330,1965,0.56655,2.354,821.36,44.98,0.0498,C1,OX1,2.16
243940,1002330,1965,0.59812,2.34,913.28,37.03,0.0454,C1,OX1,1.84
243945,1002330,1965,0.67472,2.356,977.84,29.41,0.0388,C1,OX1,1.96
243950,1002330,1965,0.71726,2.417,1005.45,22.99,0.0328,C1,OX1,2.14
243955,1002330,1965,0.75443,1.992,1034.41,18.1,0.028,C1,OX1,1.96
243850,1002340,1965,0.58628,15.948,1349.85,25.55,0.1598,C1,OX2,1.9
243855,1002340,1965,0.54197,10.508,1259.46,21.58,0.0972,C1,OX2,1.86
243860,1002340,1965,0.57015,8.181,1226.35,19.15,0.0604,C1,OX2,2.16
243865,1002340,1965,0.54736,6.131,1089.24,21.66,0.0419,C1,OX2,1.9
243870,1002340,1965,0.60499,4.618,1080.75,21.38,0.0407,C1,OX2,1.86
243875,1002340,1965,0.63916,3.747,1050.19,21.96,0.0387,C1,OX2,1.98
243880,1002340,1965,0.64079,3.152,965.53,23.1,0.0316,C1,OX2,2.1
243885,1002340,1965,0.65496,2.401,895.8,24.39,0.0208,C1,OX2,2.12
243890,1002340,1965,0.70583,2.288,856.71,27.16,0.0166,C1,OX2,1.94
243895,1002340,1965,0.76087,2.426,849.8,29.44,0.0156,C1,OX2,1.84
243900,1002340,1965,0.76698,2.52,823.72,32.05,0.0139,C1,OX2,1.92
243905,1002340,1965,0.73399,2.709,787.24,35.33,0.0135,C1,OX2,2.18
243910,1002340,1965,0.65575,2.886,727.91,40.7,0.0154,C1,OX2,1.84
243915,1002340,1965,0.60146,2.861,675.85,44.7,0.02,C1,OX1,2.06
243920,1002340,1965,0.58645,2.659,654.17,47.08,0.0278,C1,OX1,1.9
243925,1002340,1965,0.57966,2.48,664.76,48.69,0.0362,C1,OX1,2.2
243930,1002340,1965,0.53536,2.362,690.93,50.1,0.0482,C1,OX1,2.02
243935,1002340,1965,0.54308,2.164,781.48,47.39,0.0521,C1,OX1,2.1
243940,1002340,1965,0.55553,2.032,836.66,41.85,0.0502,C1,OX1,1.84
243945,1002340,1965,0.60292,1.999,888.87,36.34,0.0475,C1,OX1,2.18
243860,1002350,1965,0.57917,9.141,1298.07,18.63,0.0563,C1,OX1,1.86
243865,1002350,1965,0.55264,7.12,1156.75,20.65,0.038,C1,OX2,1.88
243870,1002350,1965,0.61059,5.381,1150.13,20.42,0.033,C1,OX2,2.1
243875,1002350,1965,0.64835,4.337,1117.23,20.96,0.0372,C1,OX2,2
243880,1002350,1965,0.64282,3.656,1032.03,22.63,0.028,C1,OX2,1.9
243885,1002350,1965,0.63854,2.543,944,23.86,0.0186,C1,OX2,1.82
243890,1002350,1965,0.6719,2.311,886.02,26.58,0.0175,C1,OX2,2.14
243895,1002350,1965,0.69088,2.408,876.17,28.63,0.0155,C1,OX2,2.2
243900,1002350,1965,0.66117,2.359,830.29,31.03,0.0147,C1,OX2,2.12
243905,1002350,1965,0.66,2.432,796.9,33.78,0.0144,C1,OX2,1.88
243910,1002350,1965,0.65036,2.538,765.64,39.81,0.0185,C1,OX2,1.88
243915,1002350,1965,0.61162,2.528,735.95,43.89,0.0268,C1,OX2,1.84
243920,1002350,1965,0.59425,2.446,716.96,45.57,0.035,C1,OX1,2.12
243925,1002350,1965,0.57843,2.398,714.22,46.24,0.0389,C1,OX1,1.8
243930,1002350,1965,0.52257,2.305,722.59,47.63,0.0478,C1,OX1,2.02
243860,1002080,1970,0.5303,0.15,36.02,1.12,0.001,C1,OX1,2.1
243865,1002080,1970,0.54329,0.155,37.81,1.12,0.0008,C1,OX1,2.16
243870,1002080,1970,0.5537,0.162,36.97,1.03,0.0007,C1,OX1,1.82
243875,1002080,1970,0.56058,0.231,54.09,1.28,0.001,C1,OX1,1.82
243880,1002080,1970,0.53715,0.293,74.82,1.54,0.0011,,OX1,1.88
243850,1002090,1970,0.48956,0.085,25.68,0.89,0.0013,C1,OX1,2.04
243855,1002090,1970,0.49282,0.083,20.57,0.69,0.0006,C1,OX1,1.82
243860,1002090,1970,0.5149,0.09,22.97,0.7,0.0006,C1,OX1,1.88
243865,1002090,1970,0.53466,0.089,22.23,0.68,0.0005,C1,OX1,1.8
243870,1002090,1970,0.55448,0.106,24.64,0.69,0.0006,C1,OX1,2.18
243875,1002090,1970,0.5695,0.167,41.36,0.99,0.001,C1,OX1,1.94
243880,1002090,1970,0.55513,0.231,59.31,1.25,0.0009,C1,OX1,1.96
243885,1002090,1970,0.49685,0.397,108.78,2.33,0.0021,C1,TR1,2.398
243840,1002100,1970,0.52352,0.16,46.06,1.66,0.0048,C1,OX1,2.06
243845,1002100,1970,0.4784,0.074,21.72,0.76,0.0022,C1,OX1,2.2
243850,1002100,1970,0.46591,0.042,12.74,0.44,0.0006,C1,OX1,2.16
243855,1002100,1970,0.46733,0.033,8.1,0.27,0.0002,C1,TR1,2.244
243860,1002100,1970,0.4825,0.03,7.83,0.24,0.0012,C1,TR1,2.244
243865,1002100,1970,0.5159,0.032,8.21,0.24,0.0009,C1,TR1,2.112
243870,1002100,1970,0.55673,0.054,13.88,0.37,0.0013,C1,TR1,2.2
243875,1002100,1970,0.58743,0.102,25.33,0.6,0.0023,C1,OX1,2
243880,1002100,1970,0.58307,0.175,45.28,0.96,0.0009,C1,OX1,2.12
243885,1002100,1970,0.50983,0.383,103.74,2.21,0.0019,C1,OX1,1.8
243890,1002100,1970,0.42901,0.794,229.43,5.28,0.0037,C1,TR1,2.31
243895,1002100,1970,0.40848,1.575,489.28,12.91,0.0075,C1,TR1,2.09
243830,1002110,1970,0.67063,0.877,184.37,7.33,0.0335,C1,OX1,2.16
243835,1002110,1970,0.58351,0.382,91.23,3.38,0.0151,C1,OX1,1.82
243840,1002110,1970,0.51872,0.171,48.05,1.75,0.0049,C1,TR1,2.354
243845,1002110,1970,0.47662,0.073,21.9,0.8,0.0022,C1,TR1,2.376
243850,1002110,1970,0.46039,0.042,10.77,0.37,0.0005,C1,TR1,1.98
243855,1002110,1970,0.44131,0.018,4.87,0.16,0.0009,C1,TR1,2.024
243860,1002110,1970,0.45751,0.002,0.57,0.02,0.0001,C1,TR1,2.2
243865,1002110,1970,0.51925,0.002,0.62,0.02,0.0001,C1,TR1,2.2
243870,1002110,1970,0.57589,0.023,5.89,0.16,0.0008,C1,TR1,2.156
243875,1002110,1970,0.61449,0.076,18.43,0.43,0.0015,C1,OX1,2.1
243880,1002110,1970,0.61167,0.178,44.43,0.93,0.001,C1,OX1,2.18
243885,1002110,1970,0.51874,0.467,127.26,2.75,0.0025,C1,OX1,2.2
243890,1002110,1970,0.41711,1.061,308.71,7.16,0.0049,C1,OX1,1.82
243895,1002110,1970,0.39209,2.033,641.46,16.77,0.0094,C1,TR1,2.42
243900,1002110,1970,0.40018,3.135,1020.38,29.15,0.0145,C1,TR1,2.046
243905,1002110,1970,0.45288,2.937,1214.8,35.76,0.0169,C1,TR1,2.178
243910,1002110,1970,0.51595,2.682,1172.86,35.9,0.0266,C1,TR1,2.178
243830,1002120,1970,0.63432,1.166,233.88,9.51,0.0391,C1,OX1,2.08
243835,1002120,1970,0.58334,0.561,127.66,4.84,0.02,C1,OX1,1.9
243840,1002120,1970,0.53786,0.29,79.07,2.94,0.0079,C1,OX1,2.04
243845,1002120,1970,0.5019,0.162,45.67,1.68,0.0043,C1,OX1,2.08
243850,1002120,1970,0.50006,0.116,30.68,1.03,0.007,C1,TR1,2.288
243855,1002120,1970,0.50677,0.084,22.97,0.74,0.0043,C1,TR1,2.002
243860,1002120,1970,0.5307,0.062,16.7,0.52,0.003,C1,TR1,2.266
243865,1002120,1970,0.56681,0.065,16.4,0.46,0.0029,C1,TR1,2.046
243870,1002120,1970,0.60404,0.108,28.48,0.71,0.0031,C1,TR1,2.024
243875,1002120,1970,0.62698,0.189,50.06,1.16,0.0035,C1,OX1,2.08
243880,1002120,1970,0.60368,0.363,90.52,1.89,0.0065,C1,OX1,1.86
243885,1002120,1970,0.49111,0.846,229.12,4.86,0.0043,C1,OX1,2.08
243890,1002120,1970,0.38794,1.683,498.84,11.31,0.0083,C1,OX1,1.86
243895,1002120,1970,0.37166,2.66,856.75,22.08,0.0119,C1,OX1,2.14
243900,1002120,1970,0.38816,3.336,1124.71,31.77,0.0152,C1,OX1,1.8
243905,1002120,1970,0.44699,2.892,1223.12,36.09,0.0161,C1,TR1,2.024
243910,1002120,1970,0.50626,2.658,1185.65,36.91,0.0222,C1,TR1,2.024
243915,1002120,1970,0.5878,2.791,1214.77,38.82,0.0222,C1,TR1,2.42
243920,1002120,1970,0.6453,2.742,1218.42,41.05,0.022,C1,TR1,2.002
243825,1002130,1970,0.45379,2.766,456.5,18.94,0.0931,C1,OX1,2.04
243830,1002130,1970,0.57485,1.626,310.03,12.9,0.047,C1,OX1,2.14
243835,1002130,1970,0.57221,0.925,199.52,7.77,0.0294,C1,OX1,2.18
243840,1002130,1970,0.55109,0.587,154.24,5.8,0.0146,C1,OX1,2.2
243845,1002130,1970,0.5393,0.414,118.01,4.32,0.0259,C1,OX1,2
243850,1002130,1970,0.5324,0.34,91,3.08,0.027,C1,OX1,2.18
243855,1002130,1970,0.54236,0.317,88.98,2.81,0.0233,C1,OX1,2
243860,1002130,1970,0.56455,0.293,79.34,2.45,0.0146,C1,OX1,2.18
243865,1002130,1970,0.58325,0.348,92.45,2.6,0.015,C1,OX1,1.86
243870,1002130,1970,0.59708,0.445,116.21,2.86,0.0127,C1,OX1,1.94
243875,1002130,1970,0.59522,0.622,163.64,3.79,0.0163,C1,OX1,2.1
243880,1002130,1970,0.54796,1.056,288.11,6.52,0.0161,C1,OX1,2.16
243885,1002130,1970,0.42227,1.691,457.55,9.5,0.0081,C1,OX1,1.82
243890,1002130,1970,0.33029,2.688,804.29,18.07,0.0127,C1,OX1,1.86
243895,1002130,1970,0.34977,3.243,1068.44,27.06,0.0145,C1,OX1,2.06
243900,1002130,1970,0.37474,3.389,1193.82,33.23,0.0156,C1,OX1,2.08
243905,1002130,1970,0.43389,2.853,1246.7,36.81,0.02,C1,OX1,2.06
243910,1002130,1970,0.49049,2.625,1214.05,38.91,0.019,C1,OX1,1.98
243915,1002130,1970,0.56587,2.691,1217.62,41.72,0.0177,C1,OX1,1.98
243920,1002130,1970,0.61282,2.682,1179.97,42.38,0.0166,C1,OX1,1.94
243925,1002130,1970,0.69419,2.676,1149.99,41.49,0.0161,C1,OX1,1.9
243930,1002130,1970,0.79094,2.553,1093.72,38.89,0.0151,C1,OX1,2.12
243935,1002130,1970,0.85491,2.592,1053.51,35.19,0.0158,C1,OX1,1.8
243940,1002130,1970,0.88807,2.574,1013.23,31.91,0.0175,C1,OX1,2.08
243825,1002140,1970,0.37923,3.426,561.82,24.07,0.1287,C1,OX1,1.94
243830,1002140,1970,0.51012,2.113,393.83,16.95,0.0682,C1,OX1,2.1
243835,1002140,1970,0.52841,1.407,334.84,13.64,0.0479,C1,OX1,1.9
243840,1002140,1970,0.54815,1.08,285.94,10.78,0.0778,C1,OX1,1.82
243845,1002140,1970,0.54106,0.814,235.58,8.75,0.0797,C1,OX1,1.96
243850,1002140,1970,0.53416,0.721,201.43,7.02,0.0762,C1,OX1,1.88
243855,1002140,1970,0.54353,0.726,204.85,6.51,0.0586,C1,OX1,1.86
243860,1002140,1970,0.55911,0.719,199.38,6.05,0.0555,C1,OX1,2.12
243865,1002140,1970,0.56101,0.862,229.79,6.44,0.0411,C1,OX1,2.02
243870,1002140,1970,0.55784,1.064,280.55,6.88,0.0481,C1,OX1,2.02
243875,1002140,1970,0.5329,1.375,361.13,8.27,0.0429,C1,OX1,1.94
243880,1002140,1970,0.47264,1.976,536.05,11.98,0.0329,C1,OX1,1.98
243885,1002140,1970,0.35626,2.598,706.29,14.59,0.0376,C1,OX1,1.92
243890,1002140,1970,0.30811,3.247,977.78,21.68,0.0154,C1,OX1,1.86
243895,1002140,1970,0.33872,3.437,1160.29,28.69,0.0156,C1,OX1,1.86
243900,1002140,1970,0.36806,3.338,1243.68,33.68,0.0161,C1,OX1,2.1
243905,1002140,1970,0.41776,2.778,1283.25,37.67,0.0185,C1,OX1,2.12
243910,1002140,1970,0.45676,2.506,1254.4,42.08,0.0163,C1,OX1,2.12
243915,1002140,1970,0.5086,2.488,1196.36,47.65,0.0137,C1,OX1,2.06
243920,1002140,1970,0.59897,2.66,1103.91,51.2,0.0123,C1,OX1,1.88
243925,1002140,1970,0.7204,2.714,1072.93,48.1,0.0122,C1,OX1,1.98
243930,1002140,1970,0.81896,2.592,1065.39,40.78,0.0122,C1,OX1,1.96
243935,1002140,1970,0.88037,2.622,1046.79,35.18,0.0131,C1,OX1,1.86
243940,1002140,1970,0.91283,2.623,1016.06,31.37,0.0151,C1,OX1,2
243945,1002140,1970,0.94045,2.6,1004.15,28.25,0.0181,C1,OX1,1.94
243950,1002140,1970,0.92098,2.393,970.25,26.77,0.0209,C1,OX1,2.18
243955,1002140,1970,0.89753,2.112,927.72,23.85,0.0245,C1,OX1,2.1
243825,1002150,1970,0.35358,3.622,584.46,25.16,0.1288,C1,OX1,2
243830,1002150,1970,0.45583,2.574,475.15,20.82,0.0875,C1,OX1,1.8
243835,1002150,1970,0.51172,1.893,461.53,18.92,0.1222,C1,OX1,2.02
243840,1002150,1970,0.53324,1.541,417.24,15.93,0.1621,C1,OX1,2.08
243845,1002150,1970,0.52793,1.223,355.68,13.47,0.1354,C1,OX1,1.88
243850,1002150,1970,0.52425,1.155,329.61,11.88,0.1465,C1,OX1,2.02
243855,1002150,1970,0.53318,1.2,345.05,11.28,0.1189,C1,OX1,1.94
243860,1002150,1970,0.53905,1.216,346.67,10.49,0.1167,C1,OX1,1.92
243865,1002150,1970,0.53021,1.438,389.8,10.85,0.0904,C1,OX1,1.86
243870,1002150,1970,0.51832,1.711,457.54,11.19,0.0949,C1,OX1,1.9
243875,1002150,1970,0.48154,2.091,545.7,12.46,0.0814,C1,OX1,1.9
243880,1002150,1970,0.42761,2.626,713.43,15.97,0.0586,C1,OX1,2.14
243885,1002150,1970,0.32977,3.06,834.21,17.24,0.0549,C1,OX1,1.9
243890,1002150,1970,0.30676,3.438,1038.3,22.88,0.0198,C1,OX1,1.96
243895,1002150,1970,0.34015,3.491,1183.35,28.97,0.0167,C1,OX1,2.2
243900,1002150,1970,0.36839,3.336,1258.77,33.71,0.0169,C1,OX1,2.18
243905,1002150,1970,0.41486,2.756,1293.56,37.72,0.0195,C1,OX1,2.04
243910,1002150,1970,0.4426,2.441,1266.16,43.03,0.0163,C1,OX1,2.16
243915,1002150,1970,0.47115,2.384,1173.43,50.37,0.0127,C1,OX1,1.94
243920,1002150,1970,0.6175,2.99,1029.65,59.04,0.011,C1,OX1,2.2
243925,1002150,1970,0.74292,2.883,1024.56,53.45,0.0118,C1,OX1,2.2
243930,1002150,1970,0.83665,2.586,1059.73,41.24,0.0121,C1,OX1,2.16
243935,1002150,1970,0.88863,2.615,1048.04,34.81,0.0137,C1,OX1,1.82
243940,1002150,1970,0.91175,2.632,1020.48,30.98,0.0168,C1,OX1,2.04
243945,1002150,1970,0.93225,2.601,1004.14,27.86,0.0213,C1,OX1,2.12
243950,1002150,1970,0.91154,2.404,970.21,26.35,0.0255,C1,OX1,1.9
243955,1002150,1970,0.88005,2.134,932.16,23.48,0.0303,C1,OX1,2.08
243960,1002150,1970,0.83286,2.008,892.18,21.54,0.0174,C1,OX1,1.96
243965,1002150,1970,0.79185,1.864,855.91,21.11,0.0166,C1,OX1,2
243970,1002150,1970,0.70989,1.79,794.61,21.12,0.0158,C1,OX1,1.84
243835,1002160,1970,0.5051,2.086,531.36,21.3,0.2072,C1,OX1,1.8
243840,1002160,1970,0.53604,1.795,499.9,19.14,0.2229,C1,OX1,1.98
243845,1002160,1970,0.52793,1.52,462.13,17.26,0.2361,C1,OX1,1.94
243850,1002160,1970,0.51952,1.459,432.28,15.41,0.2344,C1,OX1,1.98
243855,1002160,1970,0.53091,1.571,478.25,15.37,0.2462,C1,OX1,1.82
243860,1002160,1970,0.52995,1.591,465.94,14.22,0.2084,C1,OX1,1.94
243865,1002160,1970,0.51628,1.806,507.49,14.3,0.1602,C1,OX1,1.8
243870,1002160,1970,0.49976,2.111,586.57,14.53,0.1674,C1,OX1,2.16
243875,1002160,1970,0.46334,2.441,652.9,14.95,0.1373,C1,OX1,2.06
243880,1002160,1970,0.42074,2.839,796.78,18.01,0.136,C1,OX1,2.12
243885,1002160,1970,0.34168,3.149,887.5,18.32,0.0963,C1,OX1,2.04
243890,1002160,1970,0.33353,3.387,1031.94,22.61,0.0252,C1,OX1,2
243895,1002160,1970,0.36509,3.465,1156.13,28.16,0.022,C1,OX1,2.08
243900,1002160,1970,0.38752,3.399,1218.83,32.67,0.0189,C1,OX1,2.2
243905,1002160,1970,0.43889,2.869,1248.15,35.96,0.0289,C1,OX1,1.96
243910,1002160,1970,0.48696,2.651,1228.16,38.99,0.0271,C1,OX1,2.2
243915,1002160,1970,0.55307,2.68,1218.15,42.34,0.0243,C1,OX1,1.82
243920,1002160,1970,0.60843,2.691,1169.16,43.56,0.023,C1,OX1,1.96
243925,1002160,1970,0.69424,2.702,1134.64,42.03,0.0237,C1,OX1,2.12
243930,1002160,1970,0.78516,2.602,1096.37,38.43,0.0237,C1,OX1,1.94
243935,1002160,1970,0.84391,2.625,1068.7,34.02,0.0276,C1,OX1,2.16
243940,1002160,1970,0.85546,2.598,1034.31,30.28,0.0333,C1,OX1,2.02
243945,1002160,1970,0.87348,2.589,1019.64,27.21,0.0403,C1,OX1,1.82
243950,1002160,1970,0.85525,2.418,984,25.71,0.0447,C1,OX1,2.14
243955,1002160,1970,0.82661,2.218,951.01,22.84,0.0492,C1,OX1,2.1
243960,1002160,1970,0.78467,2.13,928.36,20.35,0.0235,C1,OX1,2.2
243965,1002160,1970,0.74877,1.951,878.91,20.44,0.0207,C1,OX1,1.84
243970,1002160,1970,0.6821,1.85,815.22,20.5,0.0217,C1,OX1,1.86
243845,1002170,1970,0.54529,1.706,545.58,20.45,0.358,C1,OX1,2.06
243850,1002170,1970,0.53464,1.641,513.7,18.21,0.3574,C1,OX1,1.88
243855,1002170,1970,0.54077,1.78,559.97,18,0.3689,C1,OX1,2.2
243860,1002170,1970,0.53203,1.774,546.72,16.84,0.3235,C1,OX1,1.92
243865,1002170,1970,0.5315,1.953,600.14,16.71,0.3375,C1,OX1,1.94
243870,1002170,1970,0.50469,2.173,643.92,16.22,0.2637,C1,OX1,1.92
243875,1002170,1970,0.46935,2.541,714.74,16.81,0.2223,C1,OX1,1.98
243880,1002170,1970,0.44471,2.872,795.94,17.89,0.2263,C1,OX1,2.06
243885,1002170,1970,0.38594,2.984,874.59,18.25,0.1578,C1,OX1,1.84
243890,1002170,1970,0.38448,3.237,999.37,21.47,0.0364,C1,OX1,2.2
243895,1002170,1970,0.42107,3.326,1099.6,26,0.0368,C1,OX1,1.92
243900,1002170,1970,0.43679,3.406,1153,29.48,0.0261,C1,OX1,1.92
243905,1002170,1970,0.48452,3.051,1194.82,31.81,0.0599,C1,OX1,1.9
243910,1002170,1970,0.5329,2.939,1206.01,33.02,0.0669,C1,OX1,2.04
243915,1002170,1970,0.58985,3.068,1249.26,34.36,0.07,C1,OX1,1.92
243920,1002170,1970,0.61117,3.089,1247.29,34.29,0.0759,C1,OX1,1.94
243925,1002170,1970,0.65758,3.033,1235.77,33.36,0.0835,C1,OX1,1.94
243930,1002170,1970,0.71777,2.777,1204.9,31.85,0.0827,C1,OX1,1.82
243935,1002170,1970,0.75066,2.797,1170.85,29.19,0.0856,C1,OX1,2.06
243940,1002170,1970,0.75665,2.742,1128.92,26.59,0.0923,C1,OX1,1.86
243945,1002170,1970,0.75793,2.702,1087.35,24.55,0.0918,C1,OX1,1.8
243950,1002170,1970,0.74283,2.553,1038.15,23.52,0.0864,C1,OX1,1.86
243955,1002170,1970,0.73676,2.399,995.53,21.14,0.0849,C1,OX1,1.92
243960,1002170,1970,0.71072,2.325,969.16,19.1,0.033,C1,OX1,1.82
243965,1002170,1970,0.68949,2.123,921.51,19.29,0.0265,C1,OX1,1.88
243970,1002170,1970,0.63872,2.033,890.67,19.05,0.0257,C1,OX1,1.94
243975,1002170,1970,0.57948,1.774,819.78,18.68,0.0227,C1,OX1,1.9
243855,1002180,1970,0.57009,1.817,605.87,19.42,0.5212,C1,OX1,2.18
243860,1002180,1970,0.56085,1.769,581.53,18,0.4466,C1,OX1,2.06
243865,1002180,1970,0.551,1.847,602.72,16.57,0.4747,C1,OX1,2.1
243870,1002180,1970,0.52763,2.051,656.8,16.73,0.3618,C1,OX1,1.8
243875,1002180,1970,0.50273,2.396,682.31,15.96,0.3146,C1,OX1,2.02
243880,1002180,1970,0.46099,2.589,753.5,16.97,0.3212,C1,OX1,1.96
243885,1002180,1970,0.44426,2.769,854.67,18.26,0.2253,C1,OX1,1.96
243890,1002180,1970,0.45119,3.019,952.49,19.95,0.0665,C1,OX1,2.18
243895,1002180,1970,0.48491,3.185,1046.97,23.17,0.0511,C1,OX1,2.1
243900,1002180,1970,0.49829,3.341,1086.51,25.18,0.0367,C1,OX1,1.9
243905,1002180,1970,0.53079,3.336,1166.35,27.32,0.1013,C1,OX1,2.16
243910,1002180,1970,0.56334,3.357,1218.67,27.48,0.1181,C1,OX1,2.2
243915,1002180,1970,0.60127,3.503,1320.45,28.26,0.1386,C1,OX1,2.14
243920,1002180,1970,0.62146,3.524,1357.13,27.94,0.162,C1,OX1,2.04
